Date,Country,Province,Confirmed,Infected,Fatal,Recovered
2020-01-22,China,Anhui,1,1,0,0
2020-01-22,China,Beijing,14,14,0,0
2020-01-22,China,Chongqing,6,6,0,0
2020-01-22,China,Fujian,1,1,0,0
2020-01-22,China,Gansu,0,0,0,0
2020-01-22,China,Guangdong,26,26,0,0
2020-01-22,China,Guangxi,2,2,0,0
2020-01-22,China,Guizhou,1,1,0,0
2020-01-22,China,Hainan,4,4,0,0
2020-01-22,China,Hebei,1,1,0,0
2020-01-22,China,Heilongjiang,0,0,0,0
2020-01-22,China,Henan,5,5,0,0
2020-01-22,Hong Kong,Hong Kong,0,0,0,0
2020-01-22,China,Hubei,444,399,17,28
2020-01-22,China,Hunan,4,4,0,0
2020-01-22,China,Inner Mongolia,0,0,0,0
2020-01-22,China,Jiangsu,1,1,0,0
2020-01-22,China,Jiangxi,2,2,0,0
2020-01-22,China,Jilin,0,0,0,0
2020-01-22,China,Liaoning,2,2,0,0
2020-01-22,Macau,Macau,1,1,0,0
2020-01-22,China,Ningxia,1,1,0,0
2020-01-22,China,Qinghai,0,0,0,0
2020-01-22,China,Shaanxi,0,0,0,0
2020-01-22,China,Shandong,2,2,0,0
2020-01-22,China,Shanghai,9,9,0,0
2020-01-22,China,Shanxi,1,1,0,0
2020-01-22,China,Sichuan,5,5,0,0
2020-01-22,Taiwan,Taiwan,1,1,0,0
2020-01-22,China,Tianjin,4,4,0,0
2020-01-22,China,Tibet,0,0,0,0
2020-01-22,US,Washington,1,1,0,0
2020-01-22,China,Xinjiang,0,0,0,0
2020-01-22,China,Yunnan,1,1,0,0
2020-01-22,China,Zhejiang,10,10,0,0
2020-01-22,Japan,-,2,2,0,0
2020-01-22,Thailand,-,2,2,0,0
2020-01-22,South Korea,-,1,1,0,0
2020-01-23,China,Anhui,9,9,0,0
2020-01-23,China,Beijing,22,22,0,0
2020-01-23,China,Chongqing,9,9,0,0
2020-01-23,China,Fujian,5,5,0,0
2020-01-23,China,Gansu,2,2,0,0
2020-01-23,China,Guangdong,32,30,0,2
2020-01-23,China,Guangxi,5,5,0,0
2020-01-23,China,Guizhou,3,3,0,0
2020-01-23,China,Hainan,5,5,0,0
2020-01-23,China,Hebei,1,0,1,0
2020-01-23,China,Heilongjiang,2,2,0,0
2020-01-23,China,Henan,5,5,0,0
2020-01-23,Hong Kong,Hong Kong,2,2,0,0
2020-01-23,China,Hubei,444,399,17,28
2020-01-23,China,Hunan,9,9,0,0
2020-01-23,China,Inner Mongolia,0,0,0,0
2020-01-23,China,Jiangsu,5,5,0,0
2020-01-23,China,Jiangxi,7,7,0,0
2020-01-23,China,Jilin,1,1,0,0
2020-01-23,China,Liaoning,3,3,0,0
2020-01-23,Macau,Macau,2,2,0,0
2020-01-23,China,Ningxia,1,1,0,0
2020-01-23,China,Qinghai,0,0,0,0
2020-01-23,China,Shaanxi,3,3,0,0
2020-01-23,China,Shandong,6,6,0,0
2020-01-23,China,Shanghai,16,16,0,0
2020-01-23,China,Shanxi,1,1,0,0
2020-01-23,China,Sichuan,8,8,0,0
2020-01-23,Taiwan,Taiwan,1,1,0,0
2020-01-23,China,Tianjin,4,4,0,0
2020-01-23,China,Tibet,0,0,0,0
2020-01-23,US,Washington,1,1,0,0
2020-01-23,China,Xinjiang,2,2,0,0
2020-01-23,China,Yunnan,2,2,0,0
2020-01-23,China,Zhejiang,27,27,0,0
2020-01-23,Japan,-,1,1,0,0
2020-01-23,Thailand,-,3,3,0,0
2020-01-23,South Korea,-,1,1,0,0
2020-01-23,Singapore,-,1,1,0,0
2020-01-23,Philippines,-,0,0,0,0
2020-01-23,Malaysia,-,0,0,0,0
2020-01-23,Vietnam,-,2,2,0,0
2020-01-23,Australia,-,0,0,0,0
2020-01-23,Mexico,-,0,0,0,0
2020-01-23,Brazil,-,0,0,0,0
2020-01-23,Colombia,-,0,0,0,0
2020-01-24,China,Hubei,549,494,24,31
2020-01-24,China,Guangdong,53,51,0,2
2020-01-24,China,Zhejiang,43,42,0,1
2020-01-24,China,Beijing,36,35,0,1
2020-01-24,China,Chongqing,27,27,0,0
2020-01-24,China,Hunan,24,24,0,0
2020-01-24,China,Guangxi,23,23,0,0
2020-01-24,China,Shanghai,20,19,0,1
2020-01-24,China,Jiangxi,18,18,0,0
2020-01-24,China,Sichuan,15,15,0,0
2020-01-24,China,Shandong,15,15,0,0
2020-01-24,China,Anhui,15,15,0,0
2020-01-24,China,Fujian,10,10,0,0
2020-01-24,China,Henan,9,9,0,0
2020-01-24,China,Jiangsu,9,9,0,0
2020-01-24,China,Hainan,8,8,0,0
2020-01-24,China,Tianjin,8,8,0,0
2020-01-24,China,Yunnan,5,5,0,0
2020-01-24,China,Shaanxi,5,5,0,0
2020-01-24,China,Heilongjiang,4,3,1,0
2020-01-24,China,Liaoning,4,4,0,0
2020-01-24,China,Guizhou,3,3,0,0
2020-01-24,China,Jilin,3,3,0,0
2020-01-24,Taiwan,Taiwan,3,3,0,0
2020-01-24,China,Ningxia,2,2,0,0
2020-01-24,Hong Kong,Hong Kong,2,2,0,0
2020-01-24,Macau,Macau,2,2,0,0
2020-01-24,China,Hebei,2,1,1,0
2020-01-24,China,Gansu,2,2,0,0
2020-01-24,China,Xinjiang,2,2,0,0
2020-01-24,China,Shanxi,1,1,0,0
2020-01-24,China,Inner Mongolia,1,1,0,0
2020-01-24,China,Qinghai,0,0,0,0
2020-01-24,US,Washington,1,1,0,0
2020-01-24,US,Chicago,1,1,0,0
2020-01-24,Japan,-,2,2,0,0
2020-01-24,Thailand,-,5,5,0,0
2020-01-24,South Korea,-,2,2,0,0
2020-01-24,Singapore,-,3,3,0,0
2020-01-24,Vietnam,-,2,2,0,0
2020-01-24,France,-,2,2,0,0
2020-01-25,China,Hubei,761,689,40,32
2020-01-25,China,Guangdong,78,76,0,2
2020-01-25,China,Zhejiang,62,61,0,1
2020-01-25,China,Chongqing,57,57,0,0
2020-01-25,China,Hunan,43,43,0,0
2020-01-25,China,Beijing,41,39,0,2
2020-01-25,China,Anhui,39,39,0,0
2020-01-25,China,Shanghai,33,32,0,1
2020-01-25,China,Henan,32,32,0,0
2020-01-25,China,Sichuan,28,28,0,0
2020-01-25,China,Shandong,27,27,0,0
2020-01-25,China,Guangxi,23,23,0,0
2020-01-25,China,Hainan,19,19,0,0
2020-01-25,China,Jiangxi,18,18,0,0
2020-01-25,China,Fujian,18,18,0,0
2020-01-25,China,Jiangsu,18,17,0,1
2020-01-25,China,Liaoning,17,17,0,0
2020-01-25,China,Shaanxi,15,15,0,0
2020-01-25,China,Yunnan,11,11,0,0
2020-01-25,China,Tianjin,10,10,0,0
2020-01-25,China,Heilongjiang,9,8,1,0
2020-01-25,China,Hebei,8,7,1,0
2020-01-25,China,Inner Mongolia,7,7,0,0
2020-01-25,China,Shanxi,6,6,0,0
2020-01-25,Hong Kong,Hong Kong,5,5,0,0
2020-01-25,China,Guizhou,4,4,0,0
2020-01-25,China,Jilin,4,4,0,0
2020-01-25,China,Gansu,4,4,0,0
2020-01-25,China,Ningxia,3,3,0,0
2020-01-25,Taiwan,Taiwan,3,3,0,0
2020-01-25,China,Xinjiang,3,3,0,0
2020-01-25,Macau,Macau,2,2,0,0
2020-01-25,China,Qinghai,1,1,0,0
2020-01-25,US,Washington,1,1,0,0
2020-01-25,US,Illinois,1,1,0,0
2020-01-25,Japan,-,2,2,0,0
2020-01-25,Thailand,-,7,7,0,0
2020-01-25,South Korea,-,2,2,0,0
2020-01-25,Singapore,-,3,3,0,0
2020-01-25,Vietnam,-,2,2,0,0
2020-01-25,France,-,3,3,0,0
2020-01-25,Australia,-,4,4,0,0
2020-01-25,Nepal,-,1,1,0,0
2020-01-25,Malaysia,-,3,3,0,0
2020-01-26,China,Hubei,1058,964,52,42
2020-01-26,China,Guangdong,111,109,0,2
2020-01-26,China,Zhejiang,104,103,0,1
2020-01-26,China,Henan,83,82,1,0
2020-01-26,China,Chongqing,75,75,0,0
2020-01-26,China,Hunan,69,69,0,0
2020-01-26,China,Beijing,68,66,0,2
2020-01-26,China,Anhui,60,60,0,0
2020-01-26,China,Shandong,46,46,0,0
2020-01-26,China,Sichuan,44,44,0,0
2020-01-26,China,Shanghai,40,38,1,1
2020-01-26,China,Guangxi,36,36,0,0
2020-01-26,China,Jiangxi,36,36,0,0
2020-01-26,China,Fujian,35,35,0,0
2020-01-26,China,Jiangsu,33,32,0,1
2020-01-26,China,Hainan,22,22,0,0
2020-01-26,China,Shaanxi,22,22,0,0
2020-01-26,China,Liaoning,21,21,0,0
2020-01-26,China,Yunnan,16,16,0,0
2020-01-26,China,Heilongjiang,15,14,1,0
2020-01-26,China,Tianjin,14,14,0,0
2020-01-26,China,Hebei,13,12,1,0
2020-01-26,China,Shanxi,9,9,0,0
2020-01-26,Hong Kong,Hong Kong,8,8,0,0
2020-01-26,China,Inner Mongolia,7,7,0,0
2020-01-26,China,Gansu,7,7,0,0
2020-01-26,China,Guizhou,5,5,0,0
2020-01-26,Macau,Macau,5,5,0,0
2020-01-26,China,Ningxia,4,4,0,0
2020-01-26,China,Jilin,4,4,0,0
2020-01-26,Taiwan,Taiwan,4,4,0,0
2020-01-26,China,Xinjiang,4,4,0,0
2020-01-26,China,Qinghai,1,1,0,0
2020-01-26,US,Washington,1,1,0,0
2020-01-26,US,Illinois,1,1,0,0
2020-01-26,US,California,2,2,0,0
2020-01-26,US,Arizona,1,1,0,0
2020-01-26,Japan,-,4,3,0,1
2020-01-26,Thailand,-,8,6,0,2
2020-01-26,South Korea,-,3,3,0,0
2020-01-26,Singapore,-,4,4,0,0
2020-01-26,Vietnam,-,2,2,0,0
2020-01-26,France,-,3,3,0,0
2020-01-26,Australia,-,4,4,0,0
2020-01-26,Nepal,-,1,1,0,0
2020-01-26,Malaysia,-,4,4,0,0
2020-01-26,Canada,Ontario,1,1,0,0
2020-01-27,China,Hubei,1423,1302,76,45
2020-01-27,China,Guangdong,151,147,0,4
2020-01-27,China,Zhejiang,128,127,0,1
2020-01-27,China,Henan,128,127,1,0
2020-01-27,China,Chongqing,110,110,0,0
2020-01-27,China,Hunan,100,100,0,0
2020-01-27,China,Beijing,80,77,1,2
2020-01-27,China,Shandong,75,75,0,0
2020-01-27,China,Jiangxi,72,70,0,2
2020-01-27,China,Anhui,70,70,0,0
2020-01-27,China,Sichuan,69,69,0,0
2020-01-27,China,Fujian,59,59,0,0
2020-01-27,China,Shanghai,53,49,1,3
2020-01-27,China,Jiangsu,47,46,0,1
2020-01-27,China,Guangxi,46,46,0,0
2020-01-27,China,Shaanxi,35,35,0,0
2020-01-27,China,Hainan,33,32,1,0
2020-01-27,China,Liaoning,27,27,0,0
2020-01-27,China,Yunnan,26,26,0,0
2020-01-27,China,Tianjin,23,23,0,0
2020-01-27,China,Heilongjiang,21,20,1,0
2020-01-27,China,Hebei,18,17,1,0
2020-01-27,China,Gansu,14,14,0,0
2020-01-27,China,Shanxi,13,13,0,0
2020-01-27,China,Inner Mongolia,11,11,0,0
2020-01-27,Hong Kong,Hong Kong,8,8,0,0
2020-01-27,China,Guizhou,7,7,0,0
2020-01-27,China,Ningxia,7,7,0,0
2020-01-27,China,Jilin,6,6,0,0
2020-01-27,Macau,Macau,6,6,0,0
2020-01-27,China,Qinghai,6,6,0,0
2020-01-27,Taiwan,Taiwan,5,5,0,0
2020-01-27,China,Xinjiang,5,5,0,0
2020-01-27,US,Washington,1,1,0,0
2020-01-27,US,Illinois,1,1,0,0
2020-01-27,US,California,2,2,0,0
2020-01-27,US,Arizona,1,1,0,0
2020-01-27,Japan,-,4,3,0,1
2020-01-27,Thailand,-,8,6,0,2
2020-01-27,South Korea,-,4,4,0,0
2020-01-27,Singapore,-,5,5,0,0
2020-01-27,Vietnam,-,2,2,0,0
2020-01-27,France,-,3,3,0,0
2020-01-27,Nepal,-,1,1,0,0
2020-01-27,Malaysia,-,4,4,0,0
2020-01-27,Canada,Ontario,1,1,0,0
2020-01-27,Cambodia,-,1,1,0,0
2020-01-27,Sri Lanka,-,1,1,0,0
2020-01-27,Ivory Coast,-,1,1,0,0
2020-01-27,Australia,New South Wales,4,4,0,0
2020-01-27,Australia,Victoria,1,1,0,0
2020-01-28,China,Hubei,3554,3349,125,80
2020-01-28,China,Guangdong,207,203,0,4
2020-01-28,China,Zhejiang,173,170,0,3
2020-01-28,China,Henan,168,167,1,0
2020-01-28,China,Hunan,143,143,0,0
2020-01-28,China,Chongqing,132,132,0,0
2020-01-28,China,Jiangxi,109,106,0,3
2020-01-28,China,Anhui,106,106,0,0
2020-01-28,China,Shandong,95,95,0,0
2020-01-28,China,Beijing,91,86,1,4
2020-01-28,China,Sichuan,90,90,0,0
2020-01-28,China,Fujian,80,80,0,0
2020-01-28,China,Jiangsu,70,69,0,1
2020-01-28,China,Shanghai,66,61,1,4
2020-01-28,China,Guangxi,51,49,0,2
2020-01-28,China,Shaanxi,46,46,0,0
2020-01-28,China,Yunnan,44,44,0,0
2020-01-28,China,Hainan,40,39,1,0
2020-01-28,China,Liaoning,34,34,0,0
2020-01-28,China,Hebei,33,32,1,0
2020-01-28,China,Heilongjiang,33,32,1,0
2020-01-28,China,Shanxi,27,27,0,0
2020-01-28,China,Tianjin,24,24,0,0
2020-01-28,China,Gansu,19,19,0,0
2020-01-28,China,Inner Mongolia,15,15,0,0
2020-01-28,China,Ningxia,11,11,0,0
2020-01-28,China,Xinjiang,10,10,0,0
2020-01-28,China,Guizhou,9,9,0,0
2020-01-28,China,Jilin,8,8,0,0
2020-01-28,Taiwan,Taiwan,8,8,0,0
2020-01-28,Hong Kong,Hong Kong,8,8,0,0
2020-01-28,Macau,Macau,7,7,0,0
2020-01-28,China,Qinghai,6,6,0,0
2020-01-28,US,Washington,1,1,0,0
2020-01-28,US,Illinois,1,1,0,0
2020-01-28,US,California,2,2,0,0
2020-01-28,US,Arizona,1,1,0,0
2020-01-28,Japan,-,7,6,0,1
2020-01-28,Thailand,-,14,9,0,5
2020-01-28,South Korea,-,4,4,0,0
2020-01-28,Singapore,-,7,7,0,0
2020-01-28,Vietnam,-,2,2,0,0
2020-01-28,France,-,4,4,0,0
2020-01-28,Nepal,-,1,1,0,0
2020-01-28,Malaysia,-,4,4,0,0
2020-01-28,Canada,Ontario,1,1,0,0
2020-01-28,Canada,British Columbia,1,1,0,0
2020-01-28,Cambodia,-,1,1,0,0
2020-01-28,Sri Lanka,-,1,1,0,0
2020-01-28,Australia,New South Wales,4,4,0,0
2020-01-28,Australia,Victoria,1,1,0,0
2020-01-28,Germany,Bavaria,4,4,0,0
2020-01-29,China,Hubei,3554,3341,125,88
2020-01-29,China,Zhejiang,296,293,0,3
2020-01-29,China,Guangdong,277,272,0,5
2020-01-29,China,Hunan,221,221,0,0
2020-01-29,China,Henan,206,203,2,1
2020-01-29,China,Anhui,152,150,0,2
2020-01-29,China,Chongqing,147,146,0,1
2020-01-29,China,Shandong,130,129,0,1
2020-01-29,China,Beijing,111,106,1,4
2020-01-29,China,Jiangxi,109,106,0,3
2020-01-29,China,Sichuan,108,106,1,1
2020-01-29,China,Jiangsu,99,98,0,1
2020-01-29,China,Shanghai,96,90,1,5
2020-01-29,China,Fujian,84,84,0,0
2020-01-29,China,Guangxi,58,56,0,2
2020-01-29,China,Shaanxi,56,56,0,0
2020-01-29,China,Yunnan,55,55,0,0
2020-01-29,China,Hebei,48,47,1,0
2020-01-29,China,Hainan,43,42,1,0
2020-01-29,China,Liaoning,39,38,0,1
2020-01-29,China,Heilongjiang,38,37,1,0
2020-01-29,China,Tianjin,27,27,0,0
2020-01-29,China,Shanxi,27,26,0,1
2020-01-29,China,Gansu,24,24,0,0
2020-01-29,China,Inner Mongolia,16,16,0,0
2020-01-29,China,Xinjiang,13,13,0,0
2020-01-29,China,Ningxia,12,12,0,0
2020-01-29,Hong Kong,Hong Kong,10,10,0,0
2020-01-29,China,Guizhou,9,8,0,1
2020-01-29,China,Jilin,9,9,0,0
2020-01-29,Taiwan,Taiwan,8,8,0,0
2020-01-29,Macau,Macau,7,7,0,0
2020-01-29,China,Qinghai,6,6,0,0
2020-01-29,US,Washington,1,1,0,0
2020-01-29,US,Illinois,1,1,0,0
2020-01-29,US,California,2,2,0,0
2020-01-29,US,Arizona,1,1,0,0
2020-01-29,Japan,-,7,6,0,1
2020-01-29,Thailand,-,14,9,0,5
2020-01-29,South Korea,-,4,4,0,0
2020-01-29,Singapore,-,7,7,0,0
2020-01-29,Vietnam,-,2,2,0,0
2020-01-29,France,-,5,5,0,0
2020-01-29,Nepal,-,1,1,0,0
2020-01-29,Malaysia,-,7,7,0,0
2020-01-29,Canada,Ontario,1,1,0,0
2020-01-29,Canada,British Columbia,1,1,0,0
2020-01-29,Cambodia,-,1,1,0,0
2020-01-29,Sri Lanka,-,1,1,0,0
2020-01-29,Australia,New South Wales,4,4,0,0
2020-01-29,Australia,Victoria,1,1,0,0
2020-01-29,Germany,Bavaria,4,4,0,0
2020-01-29,Finland,-,1,1,0,0
2020-01-29,United Arab Emirates,-,4,4,0,0
2020-01-30,China,Hubei,4903,4651,162,90
2020-01-30,China,Zhejiang,428,424,0,4
2020-01-30,China,Guangdong,354,344,0,10
2020-01-30,China,Henan,278,274,2,2
2020-01-30,China,Hunan,277,275,0,2
2020-01-30,China,Anhui,200,198,0,2
2020-01-30,China,Chongqing,182,181,0,1
2020-01-30,China,Jiangxi,162,157,0,5
2020-01-30,China,Shandong,158,157,0,1
2020-01-30,China,Sichuan,142,140,1,1
2020-01-30,China,Jiangsu,129,128,0,1
2020-01-30,China,Beijing,114,109,1,4
2020-01-30,China,Shanghai,112,106,1,5
2020-01-30,China,Fujian,101,101,0,0
2020-01-30,China,Guangxi,78,76,0,2
2020-01-30,China,Yunnan,70,70,0,0
2020-01-30,China,Hebei,65,64,1,0
2020-01-30,China,Shaanxi,63,63,0,0
2020-01-30,China,Hainan,46,44,1,1
2020-01-30,China,Heilongjiang,44,42,2,0
2020-01-30,China,Liaoning,41,40,0,1
2020-01-30,China,Shanxi,35,34,0,1
2020-01-30,China,Tianjin,31,31,0,0
2020-01-30,China,Gansu,26,26,0,0
2020-01-30,China,Inner Mongolia,19,19,0,0
2020-01-30,China,Ningxia,17,17,0,0
2020-01-30,China,Jilin,14,13,0,1
2020-01-30,China,Xinjiang,14,14,0,0
2020-01-30,China,Guizhou,12,11,0,1
2020-01-30,Hong Kong,Hong Kong,10,10,0,0
2020-01-30,Taiwan,Taiwan,9,9,0,0
2020-01-30,China,Qinghai,8,8,0,0
2020-01-30,Macau,Macau,7,7,0,0
2020-01-30,China,Tibet,1,1,0,0
2020-01-30,US,Washington,1,1,0,0
2020-01-30,US,Illinois,1,1,0,0
2020-01-30,US,California,2,2,0,0
2020-01-30,US,Arizona,1,1,0,0
2020-01-30,Japan,-,11,10,0,1
2020-01-30,Thailand,-,14,9,0,5
2020-01-30,South Korea,-,4,4,0,0
2020-01-30,Singapore,-,10,10,0,0
2020-01-30,Vietnam,-,2,2,0,0
2020-01-30,France,-,5,5,0,0
2020-01-30,Nepal,-,1,1,0,0
2020-01-30,Malaysia,-,8,8,0,0
2020-01-30,Canada,Ontario,2,2,0,0
2020-01-30,Canada,British Columbia,1,1,0,0
2020-01-30,Cambodia,-,1,1,0,0
2020-01-30,Sri Lanka,-,1,1,0,0
2020-01-30,Australia,New South Wales,4,2,0,2
2020-01-30,Australia,Victoria,2,2,0,0
2020-01-30,Australia,Queensland,3,3,0,0
2020-01-30,Germany,Bavaria,4,4,0,0
2020-01-30,Finland,-,1,1,0,0
2020-01-30,United Arab Emirates,-,4,4,0,0
2020-01-30,Philippines,-,1,1,0,0
2020-01-30,India,-,1,1,0,0
2020-01-31,China,Hubei,5806,5461,204,141
2020-01-31,China,Zhejiang,538,524,0,14
2020-01-31,China,Guangdong,436,425,0,11
2020-01-31,China,Henan,352,347,2,3
2020-01-31,China,Hunan,332,330,0,2
2020-01-31,China,Jiangxi,240,233,0,7
2020-01-31,China,Anhui,237,234,0,3
2020-01-31,China,Chongqing,211,210,0,1
2020-01-31,China,Shandong,184,182,0,2
2020-01-31,China,Sichuan,177,175,1,1
2020-01-31,China,Jiangsu,168,163,0,5
2020-01-31,China,Beijing,139,133,1,5
2020-01-31,China,Shanghai,135,125,1,9
2020-01-31,China,Fujian,120,120,0,0
2020-01-31,China,Guangxi,87,85,0,2
2020-01-31,China,Shaanxi,87,87,0,0
2020-01-31,China,Yunnan,83,82,0,1
2020-01-31,China,Hebei,82,81,1,0
2020-01-31,China,Heilongjiang,59,57,2,0
2020-01-31,China,Hainan,52,50,1,1
2020-01-31,China,Liaoning,48,47,0,1
2020-01-31,China,Shanxi,39,38,0,1
2020-01-31,China,Tianjin,32,32,0,0
2020-01-31,China,Guizhou,29,27,0,2
2020-01-31,China,Gansu,29,29,0,0
2020-01-31,China,Ningxia,21,21,0,0
2020-01-31,China,Inner Mongolia,20,19,0,1
2020-01-31,China,Xinjiang,17,17,0,0
2020-01-31,China,Jilin,14,13,0,1
2020-01-31,Hong Kong,Hong Kong,12,12,0,0
2020-01-31,Taiwan,Taiwan,10,10,0,0
2020-01-31,China,Qinghai,8,8,0,0
2020-01-31,Macau,Macau,7,7,0,0
2020-01-31,China,Tibet,1,1,0,0
2020-01-31,Thailand,-,19,14,0,5
2020-01-31,Japan,-,15,14,0,1
2020-01-31,Singapore,-,13,13,0,0
2020-01-31,South Korea,-,11,11,0,0
2020-01-31,Malaysia,-,8,8,0,0
2020-01-31,France,-,5,5,0,0
2020-01-31,Germany,Bavaria,5,5,0,0
2020-01-31,Australia,New South Wales,4,2,0,2
2020-01-31,United Arab Emirates,-,4,4,0,0
2020-01-31,Australia,Victoria,3,3,0,0
2020-01-31,US,Illinois,2,2,0,0
2020-01-31,US,California,2,2,0,0
2020-01-31,Vietnam,-,2,2,0,0
2020-01-31,Canada,Ontario,2,2,0,0
2020-01-31,Australia,Queensland,2,2,0,0
2020-01-31,Italy,-,2,2,0,0
2020-01-31,UK,-,2,2,0,0
2020-01-31,Russia,-,2,2,0,0
2020-01-31,US,Washington,1,1,0,0
2020-01-31,US,Arizona,1,1,0,0
2020-01-31,Nepal,-,1,1,0,0
2020-01-31,Canada,British Columbia,1,1,0,0
2020-01-31,Cambodia,-,1,1,0,0
2020-01-31,Sri Lanka,-,1,1,0,0
2020-01-31,Finland,-,1,1,0,0
2020-01-31,Philippines,-,1,1,0,0
2020-01-31,India,-,1,1,0,0
2020-01-31,Sweden,-,1,1,0,0
2020-02-01,China,Hubei,7153,6736,249,168
2020-02-01,China,Zhejiang,599,578,0,21
2020-02-01,China,Guangdong,535,521,0,14
2020-02-01,China,Henan,422,417,2,3
2020-02-01,China,Hunan,389,381,0,8
2020-02-01,China,Anhui,297,292,0,5
2020-02-01,China,Jiangxi,286,277,0,9
2020-02-01,China,Chongqing,247,243,1,3
2020-02-01,China,Sichuan,207,203,1,3
2020-02-01,China,Shandong,206,203,0,3
2020-02-01,China,Jiangsu,202,196,0,6
2020-02-01,China,Shanghai,169,158,1,10
2020-02-01,China,Beijing,168,158,1,9
2020-02-01,China,Fujian,144,144,0,0
2020-02-01,China,Shaanxi,101,101,0,0
2020-02-01,China,Guangxi,100,98,0,2
2020-02-01,China,Hebei,96,95,1,0
2020-02-01,China,Yunnan,93,91,0,2
2020-02-01,China,Heilongjiang,80,76,2,2
2020-02-01,China,Liaoning,64,63,0,1
2020-02-01,China,Hainan,62,60,1,1
2020-02-01,China,Shanxi,47,46,0,1
2020-02-01,China,Tianjin,41,41,0,0
2020-02-01,China,Gansu,40,40,0,0
2020-02-01,China,Guizhou,29,27,0,2
2020-02-01,China,Ningxia,26,26,0,0
2020-02-01,China,Inner Mongolia,23,22,0,1
2020-02-01,Japan,-,20,19,0,1
2020-02-01,Thailand,-,19,14,0,5
2020-02-01,China,Xinjiang,18,18,0,0
2020-02-01,China,Jilin,17,16,0,1
2020-02-01,Singapore,-,16,16,0,0
2020-02-01,Hong Kong,Hong Kong,13,13,0,0
2020-02-01,South Korea,-,12,12,0,0
2020-02-01,Taiwan,Taiwan,10,10,0,0
2020-02-01,China,Qinghai,9,9,0,0
2020-02-01,Malaysia,-,8,8,0,0
2020-02-01,Germany,-,8,8,0,0
2020-02-01,Macau,Macau,7,7,0,0
2020-02-01,France,-,6,6,0,0
2020-02-01,Vietnam,-,6,5,0,1
2020-02-01,Australia,New South Wales,4,2,0,2
2020-02-01,Australia,Victoria,4,4,0,0
2020-02-01,United Arab Emirates,-,4,4,0,0
2020-02-01,Australia,Queensland,3,3,0,0
2020-02-01,Canada,Ontario,3,3,0,0
2020-02-01,Italy,-,2,2,0,0
2020-02-01,Russia,-,2,2,0,0
2020-02-01,UK,-,2,2,0,0
2020-02-01,US,"Chicago, IL",2,2,0,0
2020-02-01,Australia,South Australia,1,1,0,0
2020-02-01,Cambodia,-,1,1,0,0
2020-02-01,Canada,British Columbia,1,1,0,0
2020-02-01,Finland,-,1,1,0,0
2020-02-01,India,-,1,1,0,0
2020-02-01,China,Tibet,1,1,0,0
2020-02-01,Nepal,-,1,1,0,0
2020-02-01,Philippines,-,1,1,0,0
2020-02-01,Spain,-,1,1,0,0
2020-02-01,Sri Lanka,-,1,1,0,0
2020-02-01,Sweden,-,1,1,0,0
2020-02-01,US,"Boston, MA",1,1,0,0
2020-02-01,US,"Los Angeles, CA",1,1,0,0
2020-02-01,US,"Orange, CA",1,1,0,0
2020-02-01,US,"Santa Clara, CA",1,1,0,0
2020-02-01,US,"Seattle, WA",1,1,0,0
2020-02-01,US,"Tempe, AZ",1,1,0,0
2020-02-02,China,Hubei,11177,10532,350,295
2020-02-02,China,Zhejiang,661,629,0,32
2020-02-02,China,Guangdong,632,617,0,15
2020-02-02,China,Henan,493,481,2,10
2020-02-02,China,Hunan,463,447,0,16
2020-02-02,China,Anhui,340,333,0,7
2020-02-02,China,Jiangxi,333,321,0,12
2020-02-02,China,Chongqing,300,291,2,7
2020-02-02,China,Jiangsu,236,229,0,7
2020-02-02,China,Sichuan,231,219,1,11
2020-02-02,China,Shandong,230,224,0,6
2020-02-02,China,Beijing,191,181,1,9
2020-02-02,China,Shanghai,182,171,1,10
2020-02-02,China,Fujian,159,159,0,0
2020-02-02,China,Shaanxi,116,116,0,0
2020-02-02,China,Guangxi,111,109,0,2
2020-02-02,China,Yunnan,105,102,0,3
2020-02-02,China,Hebei,104,100,1,3
2020-02-02,China,Heilongjiang,95,91,2,2
2020-02-02,China,Liaoning,70,69,0,1
2020-02-02,China,Shanxi,66,63,0,3
2020-02-02,China,Hainan,64,59,1,4
2020-02-02,China,Gansu,51,48,0,3
2020-02-02,China,Tianjin,48,47,0,1
2020-02-02,China,Guizhou,38,36,0,2
2020-02-02,China,Ningxia,28,28,0,0
2020-02-02,China,Inner Mongolia,27,26,0,1
2020-02-02,China,Jilin,23,22,0,1
2020-02-02,China,Xinjiang,21,21,0,0
2020-02-02,Japan,-,20,19,0,1
2020-02-02,Thailand,-,19,14,0,5
2020-02-02,Singapore,-,18,18,0,0
2020-02-02,Hong Kong,Hong Kong,15,15,0,0
2020-02-02,South Korea,-,15,15,0,0
2020-02-02,China,Qinghai,11,11,0,0
2020-02-02,Germany,-,10,10,0,0
2020-02-02,Taiwan,Taiwan,10,10,0,0
2020-02-02,Macau,Macau,8,8,0,0
2020-02-02,Malaysia,-,8,8,0,0
2020-02-02,France,-,6,6,0,0
2020-02-02,Vietnam,-,6,5,0,1
2020-02-02,United Arab Emirates,-,5,5,0,0
2020-02-02,Australia,New South Wales,4,2,0,2
2020-02-02,Australia,Victoria,4,4,0,0
2020-02-02,Canada,Ontario,3,3,0,0
2020-02-02,Australia,Queensland,2,2,0,0
2020-02-02,Australia,South Australia,2,2,0,0
