Date,Prefecture,Positive,Tested,Discharged,Fatal,Hosp_require,Hosp_severe
2021-08-12,Saga,3220,70263,2787,26,321,0
2021-08-12,Nagasaki,3960,142782,3435,69,459,1
2021-08-12,Kumamoto,8164,91731,7121,121,922,7
2021-08-12,Oita,4153,196764,3668,64,421,0
2021-08-12,Miyazaki,3581,49987,3233,27,317,1
2021-08-12,Kagoshima,4831,126114,4029,41,648,0
2021-08-12,Okinawa,30775,304022,25380,243,5093,97
2021-08-13,Hokkaido,48707,904745,43760,1429,3291,16
2021-08-13,Aomori,3073,60856,2718,32,323,0
2021-08-13,Iwate,2335,98883,2013,47,275,1
2021-08-13,Miyagi,11279,182363,9931,92,1132,11
2021-08-13,Akita,1154,18445,1019,21,114,3
2021-08-13,Yamagata,2499,75517,2168,47,284,5
2021-08-13,Fukushima,7056,333764,5884,162,1010,13
2021-08-13,Ibaraki,15573,35770,13347,175,2051,27
2021-08-13,Tochigi,10021,365323,8326,93,1602,17
2021-08-13,Gunma,10584,229987,9049,155,1380,19
2021-08-13,Saitama,72869,1170269,52552,858,19459,111
2021-08-13,Chiba,61306,845905,51481,749,9076,68
2021-08-13,Tokyo,269743,2992835,227609,2332,39802,227
2021-08-13,Kanagawa,106141,1269861,91195,1018,13928,191
2021-08-13,Niigata,4987,212292,4123,54,810,5
2021-08-13,Toyama,2829,88265,2320,38,471,7
2021-08-13,Ishikawa,6103,145024,5167,119,808,11
2021-08-13,Fukui,1954,87031,1681,36,237,2
2021-08-13,Yamanashi,3057,80996,2560,22,477,2
2021-08-13,Nagano,6036,241613,5459,94,516,1
2021-08-13,Gifu,10645,309882,9767,189,689,4
2021-08-13,Shizuoka,13422,483975,10854,158,2410,12
2021-08-13,Aichi,58324,964765,53251,1016,4057,20
2021-08-13,Mie,6779,170386,5912,114,918,11
2021-08-13,Shiga,7319,180698,6125,95,1099,4
2021-08-13,Kyoto,21792,330953,18322,249,2771,73
2021-08-13,Osaka,128855,2630682,112558,2742,12301,428
2021-08-13,Hyogo,49051,585765,43943,1323,3785,39
2021-08-13,Nara,10234,197848,9149,134,951,13
2021-08-13,Wakayama,3384,48285,3029,50,229,14
2021-08-13,Tottori,1078,108076,742,3,320,0
2021-08-13,Shimane,869,38671,757,2,110,1
2021-08-13,Okayama,9607,197807,8233,127,863,7
2021-08-13,Hiroshima,13084,621567,12097,180,655,8
2021-08-13,Yamaguchi,3661,136504,3255,80,326,3
2021-08-13,Tokushima,1906,76478,1752,63,91,1
2021-08-13,Kagawa,2829,100319,2338,32,461,3
2021-08-13,Ehime,3476,113733,2898,77,501,6
2021-08-13,Kochi,2264,67204,2103,30,131,5
2021-08-13,Fukuoka,48232,985948,39581,547,7155,20
2021-08-13,Saga,3314,71045,2848,26,360,0
2021-08-13,Nagasaki,4023,143914,3471,69,486,1
2021-08-13,Kumamoto,8559,92329,7361,121,1077,9
2021-08-13,Oita,4248,198402,3702,64,482,0
2021-08-13,Miyazaki,3706,50655,3289,27,378,1
2021-08-13,Kagoshima,4989,126992,4096,42,735,0
2021-08-13,Okinawa,31496,305870,25852,243,5287,101
2021-08-14,Hokkaido,49186,910202,44043,1430,3518,15
2021-08-14,Aomori,3129,61045,2732,32,365,0
2021-08-14,Iwate,2386,99236,2023,48,315,1
2021-08-14,Miyagi,11432,183261,10016,92,1241,12
2021-08-14,Akita,1174,18445,1026,21,127,3
2021-08-14,Yamagata,2528,75521,2193,47,288,7
2021-08-14,Fukushima,7177,335383,5982,162,1033,13
2021-08-14,Ibaraki,15964,35770,13601,175,2188,29
2021-08-14,Tochigi,10216,367216,8403,94,1719,18
2021-08-14,Gunma,10802,229987,9156,155,1491,20
2021-08-14,Saitama,74669,1175904,53224,858,20587,113
2021-08-14,Chiba,62578,851088,52076,754,9748,70
2021-08-14,Tokyo,274837,3005674,231599,2332,40906,245
2021-08-14,Kanagawa,108497,1269861,92894,1021,14582,191
2021-08-14,Niigata,5085,212809,4123,54,908,5
2021-08-14,Toyama,2889,88265,2361,38,490,6
2021-08-14,Ishikawa,6189,147701,5296,120,763,10
2021-08-14,Fukui,1983,87300,1718,36,229,2
2021-08-14,Yamanashi,3057,80996,2560,22,477,2
2021-08-14,Nagano,6136,241613,5509,94,554,3
2021-08-14,Gifu,10773,311513,9810,189,774,4
2021-08-14,Shizuoka,13692,483975,11066,158,2468,14
2021-08-14,Aichi,58961,964765,53553,1016,4392,26
2021-08-14,Mie,6927,170386,5940,116,1037,12
2021-08-14,Shiga,7498,183482,6223,95,1180,4
2021-08-14,Kyoto,22170,333346,18427,249,3116,73
2021-08-14,Osaka,130683,2647766,113516,2742,13151,431
2021-08-14,Hyogo,49730,588824,44415,1323,3992,40
2021-08-14,Nara,10339,197848,9234,134,971,14
2021-08-14,Wakayama,3424,48672,3057,50,238,13
2021-08-14,Tottori,1078,108754,742,3,320,0
2021-08-14,Shimane,903,38671,786,2,115,1
2021-08-14,Okayama,9806,197807,8233,127,863,7
2021-08-14,Hiroshima,13441,621567,12259,180,788,8
2021-08-14,Yamaguchi,3730,136504,3285,80,365,2
2021-08-14,Tokushima,1923,76778,1762,63,98,1
2021-08-14,Kagawa,2936,101028,2370,32,536,7
2021-08-14,Ehime,3528,114510,2927,77,524,5
2021-08-14,Kochi,2288,67267,2114,30,144,4
2021-08-14,Fukuoka,49120,991143,40069,548,7616,24
2021-08-14,Saga,3399,71496,2858,26,405,0
2021-08-14,Nagasaki,4094,144705,3505,69,522,1
2021-08-14,Kumamoto,8751,93246,7438,121,1192,8
2021-08-14,Oita,4336,199905,3742,64,530,1
2021-08-14,Miyazaki,3706,50655,3289,27,391,1
2021-08-14,Kagoshima,5153,128178,4149,42,840,0
2021-08-14,Okinawa,32248,309884,26334,245,5529,97
2021-08-15,Hokkaido,49552,913598,44298,1430,3518,15
2021-08-15,Aomori,3140,61056,2745,32,363,0
2021-08-15,Iwate,2428,99454,2045,48,335,1
2021-08-15,Miyagi,11597,184182,10114,92,1320,13
2021-08-15,Akita,1185,18445,1034,21,130,3
2021-08-15,Yamagata,2548,75540,2197,47,304,7
2021-08-15,Fukushima,7292,337088,6076,162,1054,13
2021-08-15,Ibaraki,16201,35770,13831,176,2194,28
2021-08-15,Tochigi,10328,368510,8537,94,1697,19
2021-08-15,Gunma,10979,229987,9345,155,1479,21
2021-08-15,Saitama,74669,1175904,53224,858,20587,113
2021-08-15,Chiba,63951,856183,52912,756,10283,73
2021-08-15,Tokyo,279132,3005674,236272,2335,40525,251
2021-08-15,Kanagawa,110578,1269861,94992,1023,14563,200
2021-08-15,Niigata,5160,213562,4196,54,910,5
2021-08-15,Toyama,2959,88265,2405,38,516,7
2021-08-15,Ishikawa,6263,148386,5371,120,762,9
2021-08-15,Fukui,2014,87625,1742,36,236,2
2021-08-15,Yamanashi,3057,80996,2560,22,477,2
2021-08-15,Nagano,6235,241613,5549,94,603,3
2021-08-15,Gifu,10905,311845,9873,189,843,4
2021-08-15,Shizuoka,14026,483975,11287,158,2581,16
2021-08-15,Aichi,59658,964765,53811,1016,4831,27
2021-08-15,Mie,7078,170386,6020,116,1112,13
2021-08-15,Shiga,7612,184140,6278,95,1239,5
2021-08-15,Kyoto,22584,334772,18515,249,3406,79
2021-08-15,Osaka,132447,2661717,114574,2742,13777,442
2021-08-15,Hyogo,50358,591416,44796,1323,4239,38
2021-08-15,Nara,10469,197848,9324,134,1011,14
2021-08-15,Wakayama,3475,49056,3081,50,263,15
2021-08-15,Tottori,1078,108882,742,3,320,0
2021-08-15,Shimane,917,38671,795,2,120,1
2021-08-15,Okayama,9975,197807,8233,127,863,7
2021-08-15,Hiroshima,13643,641590,12373,180,839,8
2021-08-15,Yamaguchi,3768,136504,3299,80,389,2
2021-08-15,Tokushima,1942,77180,1772,63,107,1
2021-08-15,Kagawa,2985,101378,2399,32,556,7
2021-08-15,Ehime,3586,115386,2970,77,539,5
2021-08-15,Kochi,2315,67391,2127,30,158,4
2021-08-15,Fukuoka,49801,994829,40990,548,7582,23
2021-08-15,Saga,3439,71803,2875,26,413,0
2021-08-15,Nagasaki,4132,145022,3547,69,519,1
2021-08-15,Kumamoto,8909,93917,7473,121,1315,8
2021-08-15,Oita,4430,200270,3778,64,588,1
2021-08-15,Miyazaki,3706,50655,3289,27,389,1
2021-08-15,Kagoshima,5293,129245,4209,42,944,1
2021-08-15,Okinawa,32909,310645,26887,245,5607,95
2021-08-16,Hokkaido,49909,916034,44621,1430,3824,16
2021-08-16,Aomori,3156,61787,2762,32,362,0
2021-08-16,Iwate,2454,99544,2069,48,337,1
2021-08-16,Miyagi,11669,185104,10199,93,1347,13
2021-08-16,Akita,1193,18907,1042,21,130,2
2021-08-16,Yamagata,2565,76790,2245,47,273,5
2021-08-16,Fukushima,7356,338415,6159,162,1035,11
2021-08-16,Ibaraki,16387,36486,14030,176,2181,29
2021-08-16,Tochigi,10404,369096,8832,94,1478,19
2021-08-16,Gunma,11097,232574,9405,155,1537,21
2021-08-16,Saitama,77743,1184209,55818,861,21064,124
2021-08-16,Chiba,63951,856183,52912,756,10283,73
2021-08-16,Tokyo,282094,3025554,240436,2340,39318,268
2021-08-16,Kanagawa,113161,1286120,97309,1023,14829,202
2021-08-16,Niigata,5218,214909,4377,54,787,6
2021-08-16,Toyama,3036,89598,2436,38,562,7
2021-08-16,Ishikawa,6309,148669,5427,120,752,9
2021-08-16,Fukui,2031,87792,1779,36,216,2
2021-08-16,Yamanashi,3276,80996,2736,23,523,2
2021-08-16,Nagano,6295,244117,5611,94,620,2
2021-08-16,Gifu,11022,312064,9930,190,902,2
2021-08-16,Shizuoka,14254,483975,11287,159,2808,19
2021-08-16,Aichi,60267,973801,54085,1018,5164,28
2021-08-16,Mie,7186,170386,6071,117,1170,12
2021-08-16,Shiga,7732,185018,6337,95,1300,4
2021-08-16,Kyoto,22905,335588,18693,249,3642,82
2021-08-16,Osaka,133411,2673141,115134,2743,14137,445
2021-08-16,Hyogo,50875,593686,45159,1325,4393,40
2021-08-16,Nara,10564,199767,9391,134,1039,13
2021-08-16,Wakayama,3517,49235,3111,50,275,12
2021-08-16,Tottori,1118,108983,822,3,280,0
2021-08-16,Shimane,938,38671,798,2,138,1
2021-08-16,Okayama,10117,197807,8233,127,863,7
2021-08-16,Hiroshima,13768,646233,12458,180,878,7
2021-08-16,Yamaguchi,3815,136504,3322,80,413,2
2021-08-16,Tokushima,1961,77530,1781,63,117,1
2021-08-16,Kagawa,3042,101662,2469,33,541,7
2021-08-16,Ehime,3657,115736,3012,77,568,5
2021-08-16,Kochi,2335,68850,2143,30,162,4
2021-08-16,Fukuoka,50484,998325,41580,550,7673,24
2021-08-16,Saga,3553,72455,2909,27,473,0
2021-08-16,Nagasaki,4169,145379,3585,69,520,1
2021-08-16,Kumamoto,9060,94512,7551,121,1388,10
2021-08-16,Oita,4512,200743,3801,64,647,1
2021-08-16,Miyazaki,3821,51832,3387,27,394,1
2021-08-16,Kagoshima,5444,130152,4259,42,1034,2
2021-08-16,Okinawa,33248,312049,27466,246,5381,104
2021-08-17,Hokkaido,50319,919563,45032,1433,3858,19
2021-08-17,Aomori,3247,62277,2811,32,404,0
2021-08-17,Iwate,2497,99867,2089,48,360,1
2021-08-17,Miyagi,11880,186856,10319,93,1336,12
2021-08-17,Akita,1222,18967,1060,21,141,2
2021-08-17,Yamagata,2609,77032,2285,47,277,5
2021-08-17,Fukushima,7455,340501,6231,164,1060,16
2021-08-17,Ibaraki,16647,36486,14401,176,2070,28
2021-08-17,Tochigi,10581,369433,8920,96,1565,19
2021-08-17,Gunma,11335,234786,9550,156,1629,21
2021-08-17,Saitama,79377,1193888,56540,864,21973,125
2021-08-17,Chiba,65560,861896,54244,759,10557,94
2021-08-17,Tokyo,286471,3043648,245256,2348,38867,276
2021-08-17,Kanagawa,115178,1302614,99010,1026,15142,212
2021-08-17,Niigata,5287,216207,4461,54,772,7
2021-08-17,Toyama,3114,90372,2467,38,609,10
2021-08-17,Ishikawa,6375,151761,5500,120,743,9
2021-08-17,Fukui,2065,88489,1820,36,209,2
2021-08-17,Yamanashi,3332,80996,2782,23,533,2
2021-08-17,Nagano,6380,247777,5659,94,640,3
2021-08-17,Gifu,11350,315743,10015,191,1144,2
2021-08-17,Shizuoka,14615,493559,11358,159,3098,20
2021-08-17,Aichi,60834,975976,54348,1018,5468,28
2021-08-17,Mie,7394,170386,6145,117,1307,13
2021-08-17,Shiga,7908,185479,6404,95,1409,4
2021-08-17,Kyoto,23325,336408,18829,249,3827,84
2021-08-17,Osaka,135267,2683382,116627,2747,14438,450
2021-08-17,Hyogo,51277,596185,45627,1326,4325,43
2021-08-17,Nara,10695,201790,9479,134,1082,12
2021-08-17,Wakayama,3584,49507,3157,50,296,11
2021-08-17,Tottori,1142,110078,856,3,270,1
2021-08-17,Shimane,968,38671,825,2,141,1
2021-08-17,Okayama,10280,197807,8233,127,863,7
2021-08-17,Hiroshima,13922,646233,12568,180,928,10
2021-08-17,Yamaguchi,3890,136504,3405,80,405,2
2021-08-17,Tokushima,1997,78144,1788,63,146,1
2021-08-17,Kagawa,3125,102275,2510,34,582,7
2021-08-17,Ehime,3736,115997,3064,77,595,5
2021-08-17,Kochi,2375,68954,2151,31,193,5
2021-08-17,Fukuoka,51200,1004882,41969,552,7965,28
2021-08-17,Saga,3674,73259,2881,27,519,0
2021-08-17,Nagasaki,4273,146196,3617,69,592,1
2021-08-17,Kumamoto,9331,94512,7815,121,1395,8
2021-08-17,Oita,4660,202381,3846,64,750,1
2021-08-17,Miyazaki,3932,52244,3407,27,485,0
2021-08-17,Kagoshima,5689,131321,4303,42,1141,2
2021-08-17,Okinawa,33932,313751,27945,247,5590,107
2021-08-18,Hokkaido,50914,926135,45376,1433,3854,22
2021-08-18,Aomori,3305,62640,2838,32,435,0
2021-08-18,Iwate,2544,100361,2124,48,372,1
2021-08-18,Miyagi,12151,187203,10428,93,1462,14
2021-08-18,Akita,1251,19097,1071,21,159,2
2021-08-18,Yamagata,2660,77423,2305,47,308,7
2021-08-18,Fukushima,7572,342722,6357,164,1051,17
2021-08-18,Ibaraki,16992,36482,14615,176,2201,27
2021-08-18,Tochigi,10781,371156,9002,97,1682,17
2021-08-18,Gunma,11649,236371,9671,156,1822,19
2021-08-18,Saitama,80827,1202739,58070,864,21893,126
2021-08-18,Chiba,66862,867090,55286,767,10809,103
2021-08-18,Tokyo,291857,3065160,249306,2354,40197,275
2021-08-18,Kanagawa,117199,1312568,100675,1037,15487,222
2021-08-18,Niigata,5403,219420,4556,54,793,8
2021-08-18,Toyama,3235,91299,2497,38,700,12
2021-08-18,Ishikawa,6465,152975,5562,120,771,9
2021-08-18,Fukui,2094,90162,1841,36,217,2
2021-08-18,Yamanashi,3421,80996,2833,23,572,2
2021-08-18,Nagano,6532,249578,5726,94,719,3
2021-08-18,Gifu,11692,318209,10076,191,1425,2
2021-08-18,Shizuoka,15084,496889,11702,159,3223,18
2021-08-18,Aichi,61799,984241,54721,1019,6059,35
2021-08-18,Mie,7670,170386,6219,117,1510,13
2021-08-18,Shiga,8115,186935,6489,95,1531,6
2021-08-18,Kyoto,23746,339358,18993,249,4083,86
2021-08-18,Osaka,137563,2699965,117638,2752,15710,451
2021-08-18,Hyogo,52130,599425,46081,1326,4723,57
2021-08-18,Nara,10860,202840,9603,134,1123,11
2021-08-18,Wakayama,3648,49979,3188,50,327,15
2021-08-18,Tottori,1164,111129,878,3,269,3
2021-08-18,Shimane,999,38671,842,2,155,1
2021-08-18,Okayama,10587,197807,8233,127,863,7
2021-08-18,Hiroshima,14148,646233,12647,180,991,8
2021-08-18,Yamaguchi,3995,140551,3400,80,515,3
2021-08-18,Tokushima,2034,78651,1795,63,176,0
2021-08-18,Kagawa,3190,103488,2553,34,604,9
2021-08-18,Ehime,3827,116363,3116,77,634,5
2021-08-18,Kochi,2439,69148,2163,31,245,4
2021-08-18,Fukuoka,52452,1012731,42870,553,7778,27
2021-08-18,Saga,3856,74339,2961,27,571,0
2021-08-18,Nagasaki,4362,147140,3660,69,637,1
2021-08-18,Kumamoto,9595,95310,8023,121,1451,8
2021-08-18,Oita,4822,204516,3908,65,849,1
2021-08-18,Miyazaki,4059,52761,3438,27,581,1
2021-08-18,Kagoshima,5891,132761,4392,42,1297,2
2021-08-18,Okinawa,34693,315128,28432,247,5865,103
2021-08-19,Hokkaido,51489,931353,45687,1434,4105,22
2021-08-19,Aomori,3384,63163,2889,32,463,0
2021-08-19,Iwate,2590,101673,2149,48,393,1
2021-08-19,Miyagi,12382,188781,10526,94,1626,17
2021-08-19,Akita,1290,19196,1087,21,182,1
2021-08-19,Yamagata,2700,78003,2334,47,319,6
2021-08-19,Fukushima,7667,344687,6479,164,1024,17
2021-08-19,Ibaraki,17288,36482,14831,177,2280,25
2021-08-19,Tochigi,11054,372991,9243,98,1713,19
2021-08-19,Gunma,11965,283389,9900,156,1909,17
2021-08-19,Saitama,82997,1212755,58230,865,23902,134
2021-08-19,Chiba,68551,869272,56188,772,11591,105
2021-08-19,Tokyo,297391,3085568,252488,2358,42545,274
2021-08-19,Kanagawa,119539,1320680,102557,1045,15937,218
2021-08-19,Niigata,5535,220468,4585,54,896,6
2021-08-19,Toyama,3382,92138,2545,38,799,10
2021-08-19,Ishikawa,6547,153817,5641,121,773,8
2021-08-19,Fukui,2125,90672,1865,36,224,2
2021-08-19,Yamanashi,3514,80996,2891,23,607,2
2021-08-19,Nagano,6690,250897,5795,94,770,5
2021-08-19,Gifu,12022,320775,10150,191,1681,2
2021-08-19,Shizuoka,15686,496889,11745,160,3781,21
2021-08-19,Aichi,63019,989390,54999,1020,7000,34
2021-08-19,Mie,7981,170386,6301,118,1746,10
2021-08-19,Shiga,8347,187932,6516,95,1736,6
2021-08-19,Kyoto,24152,341829,19214,250,4282,94
2021-08-19,Osaka,140006,2718697,118959,2753,16776,487
2021-08-19,Hyogo,53217,603211,46797,1328,5094,55
2021-08-19,Nara,11040,203935,9716,134,1190,8
2021-08-19,Wakayama,3732,50471,3209,50,386,17
2021-08-19,Tottori,1178,112250,913,3,248,3
2021-08-19,Shimane,1027,40685,850,2,175,1
2021-08-19,Okayama,10841,197807,8233,127,863,7
2021-08-19,Hiroshima,14451,646233,12761,180,1136,9
2021-08-19,Yamaguchi,4114,140551,3450,80,584,3
2021-08-19,Tokushima,2086,79190,1800,63,223,0
2021-08-19,Kagawa,3301,104547,2598,34,670,11
2021-08-19,Ehime,3929,116783,3154,77,698,6
2021-08-19,Kochi,2519,138482,2179,31,309,4
2021-08-19,Fukuoka,53585,1020318,43458,555,8441,26
2021-08-19,Saga,3999,75281,2961,27,588,0
2021-08-19,Nagasaki,4476,148351,3711,69,700,1
2021-08-19,Kumamoto,9862,96222,8251,121,1490,10
2021-08-19,Oita,5020,206534,3958,65,997,1
2021-08-19,Miyazaki,4180,53355,3462,27,678,1
2021-08-19,Kagoshima,6142,134296,4504,42,1387,2
2021-08-19,Okinawa,35461,317516,28839,248,6189,108
2021-08-20,Hokkaido,52012,937143,46057,1435,4368,17
2021-08-20,Aomori,3458,63701,2921,33,504,0
2021-08-20,Iwate,2653,102114,2185,48,420,2
2021-08-20,Miyagi,12674,190728,10619,94,1769,20
2021-08-20,Akita,1328,19331,1094,21,213,2
2021-08-20,Yamagata,2753,78423,2365,47,341,5
2021-08-20,Fukushima,7775,346438,6538,164,1073,20
2021-08-20,Ibaraki,17644,36482,15028,178,2438,25
2021-08-20,Tochigi,11316,375437,9461,99,1756,21
2021-08-20,Gunma,12269,239512,10020,156,2093,18
2021-08-20,Saitama,84820,1220807,58381,866,25573,147
2021-08-20,Chiba,69961,876622,57238,777,11946,106
2021-08-20,Tokyo,302796,3104681,255928,2365,44503,273
2021-08-20,Kanagawa,122416,1329499,105046,1049,16321,232
2021-08-20,Niigata,5641,222479,4646,54,942,6
2021-08-20,Toyama,3499,93111,2578,38,883,11
2021-08-20,Ishikawa,6629,155727,5705,121,790,7
2021-08-20,Fukui,2162,91115,1880,36,246,1
2021-08-20,Yamanashi,3598,86511,2943,23,639,2
2021-08-20,Nagano,6826,252666,5873,94,781,6
2021-08-20,Gifu,12022,320775,10150,191,1681,2
2021-08-20,Shizuoka,16290,500269,11745,162,4383,24
2021-08-20,Aichi,64240,994915,55349,1020,7871,35
2021-08-20,Mie,8369,170434,6480,118,1957,11
2021-08-20,Shiga,8557,190649,6654,95,1808,7
2021-08-20,Kyoto,24700,344185,19363,250,4539,109
2021-08-20,Osaka,142592,2739605,119967,2754,18297,494
2021-08-20,Hyogo,54295,607246,47314,1328,5653,54
2021-08-20,Nara,11235,205095,9830,134,1271,8
2021-08-20,Wakayama,3822,51035,3258,51,425,16
2021-08-20,Tottori,1200,113182,933,3,250,3
2021-08-20,Shimane,1046,40685,861,2,183,1
2021-08-20,Okayama,11115,208397,8975,127,1485,7
2021-08-20,Hiroshima,14813,646233,12874,180,1235,9
2021-08-20,Yamaguchi,4208,140551,3496,80,632,3
2021-08-20,Tokushima,2114,79811,1809,63,242,0
2021-08-20,Kagawa,3406,105461,2644,34,729,10
2021-08-20,Ehime,4006,119512,3192,77,737,6
2021-08-20,Kochi,2597,69567,2193,31,373,2
2021-08-20,Fukuoka,54780,1027750,43908,557,9122,30
2021-08-20,Saga,4138,76348,2961,27,581,0
2021-08-20,Nagasaki,4570,149712,3757,69,748,1
2021-08-20,Kumamoto,10179,97145,8255,122,1802,13
2021-08-20,Oita,5234,208349,4042,65,1127,1
2021-08-20,Miyazaki,4286,53900,3511,28,734,1
2021-08-20,Kagoshima,6142,134296,4504,42,1387,2
2021-08-20,Okinawa,36204,320491,29234,248,6504,118
2021-08-21,Hokkaido,52591,942602,46445,1435,4520,14
2021-08-21,Aomori,3541,63875,2956,33,552,0
2021-08-21,Iwate,2678,102585,2230,48,400,2
2021-08-21,Miyagi,12947,192876,10753,95,1930,20
2021-08-21,Akita,1364,19331,1113,21,230,2
2021-08-21,Yamagata,2822,78465,2388,48,386,5
2021-08-21,Fukushima,7884,348599,6687,164,1033,20
2021-08-21,Ibaraki,18008,36482,15332,179,2497,23
2021-08-21,Tochigi,11560,376712,9551,99,1910,21
2021-08-21,Gunma,12594,239512,10136,157,2301,23
2021-08-21,Saitama,86694,1230608,58573,868,27253,153
2021-08-21,Chiba,71737,882835,58975,783,11979,103
2021-08-21,Tokyo,307870,3119292,260043,2371,45456,270
2021-08-21,Kanagawa,125121,1329499,106697,1052,17372,221
2021-08-21,Niigata,5768,223131,4703,54,1011,6
2021-08-21,Toyama,3631,93111,2600,38,993,10
2021-08-21,Ishikawa,6698,156743,5781,121,783,8
2021-08-21,Fukui,2192,91545,1906,36,250,1
2021-08-21,Yamanashi,3598,86511,2943,23,639,2
2021-08-21,Nagano,6976,252666,5932,94,817,5
2021-08-21,Gifu,12684,326128,10484,193,1913,4
2021-08-21,Shizuoka,16828,500269,11745,162,4921,24
2021-08-21,Aichi,65581,994915,55719,1026,8836,33
2021-08-21,Mie,8796,170434,6566,118,2303,11
2021-08-21,Shiga,8787,191367,6746,95,1946,8
2021-08-21,Kyoto,25272,346389,19525,250,4925,106
2021-08-21,Osaka,145148,2760556,121262,2756,19512,496
2021-08-21,Hyogo,55199,610937,47975,1328,5896,62
2021-08-21,Nara,11424,205095,9935,134,1355,8
2021-08-21,Wakayama,3902,51512,3300,51,462,20
2021-08-21,Tottori,1226,114006,951,3,250,3
2021-08-21,Shimane,1063,40685,867,2,194,1
2021-08-21,Okayama,11366,208397,8975,127,1485,7
2021-08-21,Hiroshima,14813,662019,12874,180,1235,9
2021-08-21,Yamaguchi,4294,140551,3494,80,720,2
2021-08-21,Tokushima,2168,80273,1821,63,284,0
2021-08-21,Kagawa,3496,106442,2699,34,764,9
2021-08-21,Ehime,4075,120179,3270,78,727,6
2021-08-21,Kochi,2684,71421,2218,31,435,2
2021-08-21,Fukuoka,55849,1034976,44820,557,9403,34
2021-08-21,Saga,4260,77148,2961,27,756,0
2021-08-21,Nagasaki,4656,150985,3820,69,771,1
2021-08-21,Kumamoto,10426,98074,8466,123,1837,13
2021-08-21,Oita,5449,210368,4086,65,1298,1
2021-08-21,Miyazaki,4286,53900,3511,28,800,1
2021-08-21,Kagoshima,6615,135705,4693,42,1691,4
2021-08-21,Okinawa,36882,321707,29941,248,6509,117
2021-08-22,Hokkaido,53120,946662,46786,1435,4711,15
2021-08-22,Aomori,3602,63967,2973,33,596,0
2021-08-22,Iwate,2698,102896,2261,48,389,2
2021-08-22,Miyagi,13145,193368,10877,95,2060,22
2021-08-22,Akita,1391,19331,1129,21,241,2
2021-08-22,Yamagata,2867,78465,2389,48,430,5
2021-08-22,Fukushima,7978,349631,6755,165,1058,20
2021-08-22,Ibaraki,18344,36482,15644,180,2520,23
2021-08-22,Tochigi,11755,379591,9650,99,2006,21
2021-08-22,Gunma,12895,239512,10136,157,2301,23
2021-08-22,Saitama,88390,1232641,58775,868,28747,155
2021-08-22,Chiba,73498,888212,59812,789,12897,102
2021-08-22,Tokyo,312262,3119292,264510,2379,45373,271
2021-08-22,Kanagawa,127645,1329499,108952,1061,17632,220
2021-08-22,Niigata,5853,223882,4703,54,1096,6
2021-08-22,Toyama,3736,93111,2627,39,1070,9
2021-08-22,Ishikawa,6764,157209,5859,121,769,8
2021-08-22,Fukui,2223,91847,1925,36,262,1
2021-08-22,Yamanashi,3598,86511,2943,23,639,2
2021-08-22,Nagano,7098,252666,6000,94,847,6
2021-08-22,Gifu,12684,326128,10484,193,1913,4
2021-08-22,Shizuoka,17249,500269,12268,162,4819,24
2021-08-22,Aichi,67020,994915,56107,1029,9884,36
2021-08-22,Mie,9228,170434,6594,120,2707,11
2021-08-22,Shiga,8939,191972,6836,95,2008,8
2021-08-22,Kyoto,25814,348678,19874,250,5123,96
2021-08-22,Osaka,147369,2776816,122440,2758,20513,505
2021-08-22,Hyogo,56224,614871,48423,1328,6473,60
2021-08-22,Nara,11625,205095,10035,134,1456,11
2021-08-22,Wakayama,3976,51967,3330,51,505,16
2021-08-22,Tottori,1242,114344,976,3,250,3
2021-08-22,Shimane,1078,40685,881,2,195,1
2021-08-22,Okayama,11612,208397,8975,127,1485,7
2021-08-22,Hiroshima,15568,662019,13149,180,1513,9
2021-08-22,Yamaguchi,4358,140551,3533,80,745,3
2021-08-22,Tokushima,2223,81001,1830,63,330,0
2021-08-22,Kagawa,3584,106986,2738,34,813,9
2021-08-22,Ehime,4141,120543,3327,78,736,6
2021-08-22,Kochi,2765,71651,2239,31,495,3
2021-08-22,Fukuoka,56993,1040330,45635,557,9657,31
2021-08-22,Saga,4343,77739,2961,27,832,0
2021-08-22,Nagasaki,4724,151276,3858,69,801,1
2021-08-22,Kumamoto,10600,98074,8423,123,2054,13
2021-08-22,Oita,5655,211068,4195,65,1395,1
2021-08-22,Miyazaki,4286,53900,3511,28,898,1
2021-08-22,Kagoshima,6775,138602,4759,44,1856,4
2021-08-22,Okinawa,37468,323644,30452,248,6610,122
2021-08-23,Hokkaido,53540,950073,47143,1436,4899,14
2021-08-23,Aomori,3627,64916,3012,33,582,1
2021-08-23,Iwate,2701,103028,2299,48,354,2
2021-08-23,Miyagi,13306,194514,10983,96,2138,23
2021-08-23,Akita,1413,20021,1154,21,238,2
2021-08-23,Yamagata,2899,81287,2391,48,460,5
2021-08-23,Fukushima,8074,350937,6844,165,1065,18
2021-08-23,Ibaraki,18620,37322,15939,180,2501,23
2021-08-23,Tochigi,11856,380576,9815,100,1941,21
2021-08-23,Gunma,13045,243835,10486,158,2401,25
2021-08-23,Saitama,89722,1240682,63080,869,25773,156
2021-08-23,Chiba,74744,892784,60745,791,13208,95
2021-08-23,Tokyo,314709,3141241,269660,2384,42665,272
2021-08-23,Kanagawa,130224,1346470,111615,1064,17545,247
